timestamp, x, y, z
1.689068066844983296e+18,-2.330000000000000000e+02,-3.680000000000000000e+02,2.600000000000000000e+02
1.689068066845023488e+18,-2.330000000000000000e+02,-3.640000000000000000e+02,2.590000000000000000e+02
1.689068066845050112e+18,-2.370000000000000000e+02,-3.710000000000000000e+02,2.540000000000000000e+02
1.689068066845073152e+18,-2.370000000000000000e+02,-3.800000000000000000e+02,2.590000000000000000e+02
1.689068066845094912e+18,-2.390000000000000000e+02,-3.790000000000000000e+02,2.620000000000000000e+02
1.689068066845116416e+18,-2.330000000000000000e+02,-3.690000000000000000e+02,2.630000000000000000e+02
1.689068066845139200e+18,-2.320000000000000000e+02,-3.680000000000000000e+02,2.540000000000000000e+02
1.689068066845160704e+18,-2.290000000000000000e+02,-3.760000000000000000e+02,2.620000000000000000e+02
1.689068066845182464e+18,-2.280000000000000000e+02,-3.710000000000000000e+02,2.600000000000000000e+02
1.689068066845206016e+18,-2.340000000000000000e+02,-3.830000000000000000e+02,2.520000000000000000e+02
1.689068066845227776e+18,-2.330000000000000000e+02,-3.710000000000000000e+02,2.520000000000000000e+02
1.689068066845259264e+18,-2.310000000000000000e+02,-3.680000000000000000e+02,2.480000000000000000e+02
1.689068066845290752e+18,-2.320000000000000000e+02,-3.790000000000000000e+02,2.540000000000000000e+02
1.689068066845321216e+18,-2.320000000000000000e+02,-3.720000000000000000e+02,2.510000000000000000e+02
1.689068066845351936e+18,-2.410000000000000000e+02,-3.800000000000000000e+02,2.470000000000000000e+02
1.689068066845382144e+18,-2.340000000000000000e+02,-3.830000000000000000e+02,2.480000000000000000e+02
1.689068066845417216e+18,-2.320000000000000000e+02,-3.710000000000000000e+02,2.480000000000000000e+02
1.689068066845448704e+18,-2.320000000000000000e+02,-3.800000000000000000e+02,2.520000000000000000e+02
1.689068066845481472e+18,-2.340000000000000000e+02,-3.710000000000000000e+02,2.550000000000000000e+02
1.689068066845530624e+18,-2.410000000000000000e+02,-3.760000000000000000e+02,2.590000000000000000e+02
1.689068066845548544e+18,-2.440000000000000000e+02,-3.680000000000000000e+02,2.750000000000000000e+02
1.689068066845562880e+18,-2.610000000000000000e+02,-3.820000000000000000e+02,2.810000000000000000e+02
1.689068066845576960e+18,-2.640000000000000000e+02,-4.170000000000000000e+02,2.470000000000000000e+02
1.689068066845604096e+18,-2.600000000000000000e+02,-4.140000000000000000e+02,2.480000000000000000e+02
1.689068066845617920e+18,-2.490000000000000000e+02,-3.520000000000000000e+02,2.710000000000000000e+02
1.689068066845631744e+18,-2.340000000000000000e+02,-3.480000000000000000e+02,2.840000000000000000e+02
1.689068066845645312e+18,-2.250000000000000000e+02,-3.590000000000000000e+02,2.950000000000000000e+02
1.689068066845658368e+18,-2.370000000000000000e+02,-4.140000000000000000e+02,3.070000000000000000e+02
1.689068066845671168e+18,-2.160000000000000000e+02,-3.710000000000000000e+02,2.960000000000000000e+02
1.689068066845683712e+18,-1.830000000000000000e+02,-3.080000000000000000e+02,3.160000000000000000e+02
1.689068066845696512e+18,-1.800000000000000000e+02,-2.730000000000000000e+02,3.590000000000000000e+02
