timestamp, x, y, z
1.689067790553780992e+18,-1.000000000000000000e+00,-4.000000000000000000e+00,5.790000000000000000e+02
1.689067790553810944e+18,3.000000000000000000e+00,0.000000000000000000e+00,5.880000000000000000e+02
1.689067790553829376e+18,4.000000000000000000e+00,4.000000000000000000e+00,5.750000000000000000e+02
1.689067790553844480e+18,3.000000000000000000e+00,-3.000000000000000000e+00,5.840000000000000000e+02
1.689067790553858816e+18,3.000000000000000000e+00,-3.000000000000000000e+00,5.840000000000000000e+02
1.689067790553872896e+18,4.000000000000000000e+00,-3.000000000000000000e+00,5.830000000000000000e+02
1.689067790553887744e+18,-2.000000000000000000e+00,7.000000000000000000e+00,5.880000000000000000e+02
1.689067790553901312e+18,3.000000000000000000e+00,1.000000000000000000e+00,5.830000000000000000e+02
1.689067790553914368e+18,4.000000000000000000e+00,-3.000000000000000000e+00,5.850000000000000000e+02
1.689067790553927680e+18,3.000000000000000000e+00,1.000000000000000000e+00,5.830000000000000000e+02
1.689067790553940480e+18,6.000000000000000000e+00,9.000000000000000000e+00,5.870000000000000000e+02
1.689067790553953024e+18,6.000000000000000000e+00,4.000000000000000000e+00,5.830000000000000000e+02
1.689067790553965568e+18,3.000000000000000000e+00,7.000000000000000000e+00,5.880000000000000000e+02
1.689067790553977856e+18,0.000000000000000000e+00,-7.000000000000000000e+00,5.830000000000000000e+02
1.689067790553990400e+18,3.000000000000000000e+00,8.000000000000000000e+00,5.880000000000000000e+02
1.689067790554002944e+18,3.000000000000000000e+00,4.000000000000000000e+00,5.790000000000000000e+02
1.689067790554016512e+18,6.000000000000000000e+00,4.000000000000000000e+00,5.840000000000000000e+02
1.689067790554030336e+18,3.000000000000000000e+00,4.000000000000000000e+00,5.790000000000000000e+02
1.689067790554043392e+18,-1.000000000000000000e+00,8.000000000000000000e+00,5.830000000000000000e+02
1.689067790554056704e+18,4.000000000000000000e+00,1.000000000000000000e+00,5.830000000000000000e+02
1.689067790554069760e+18,3.000000000000000000e+00,-6.000000000000000000e+00,5.800000000000000000e+02
1.689067790554082816e+18,3.000000000000000000e+00,4.000000000000000000e+00,5.800000000000000000e+02
1.689067790554095616e+18,8.000000000000000000e+00,-3.000000000000000000e+00,5.830000000000000000e+02
1.689067790554228736e+18,1.600000000000000000e+01,-1.700000000000000000e+01,5.690000000000000000e+02
1.689067790554242304e+18,1.700000000000000000e+01,-3.000000000000000000e+00,5.720000000000000000e+02
1.689067790554255616e+18,1.900000000000000000e+01,-7.000000000000000000e+00,5.680000000000000000e+02
1.689067790554268928e+18,1.400000000000000000e+01,-1.500000000000000000e+01,5.670000000000000000e+02
1.689067790554281984e+18,9.000000000000000000e+00,-2.200000000000000000e+01,5.670000000000000000e+02
1.689067790554296576e+18,1.900000000000000000e+01,-8.000000000000000000e+00,5.670000000000000000e+02
1.689067790554328320e+18,1.900000000000000000e+01,-1.500000000000000000e+01,5.670000000000000000e+02
1.689067790554351104e+18,1.500000000000000000e+01,-2.000000000000000000e+01,5.720000000000000000e+02
1.689067790554381312e+18,1.600000000000000000e+01,-7.000000000000000000e+00,5.720000000000000000e+02
1.689067790554413312e+18,1.700000000000000000e+01,-7.000000000000000000e+00,5.680000000000000000e+02
1.689067790554430464e+18,2.200000000000000000e+01,-1.600000000000000000e+01,5.690000000000000000e+02
1.689067790554444800e+18,1.500000000000000000e+01,-1.200000000000000000e+01,5.670000000000000000e+02
1.689067790554466816e+18,1.900000000000000000e+01,-7.000000000000000000e+00,5.750000000000000000e+02
1.689067790554489856e+18,1.400000000000000000e+01,-1.600000000000000000e+01,5.710000000000000000e+02
1.689067790554513408e+18,1.500000000000000000e+01,-2.000000000000000000e+01,5.690000000000000000e+02
1.689067790554541568e+18,1.900000000000000000e+01,-1.700000000000000000e+01,5.710000000000000000e+02
1.689067790554557952e+18,1.900000000000000000e+01,-7.000000000000000000e+00,5.720000000000000000e+02
1.689067790554584064e+18,1.500000000000000000e+01,-1.200000000000000000e+01,5.680000000000000000e+02
1.689067790554610944e+18,1.700000000000000000e+01,-1.900000000000000000e+01,5.680000000000000000e+02
1.689067790554640384e+18,2.000000000000000000e+01,-7.000000000000000000e+00,5.760000000000000000e+02
1.689067790554665216e+18,1.600000000000000000e+01,-7.000000000000000000e+00,5.710000000000000000e+02
1.689067790554701568e+18,1.500000000000000000e+01,-1.200000000000000000e+01,5.690000000000000000e+02
1.689067790554728704e+18,1.200000000000000000e+01,-1.900000000000000000e+01,5.660000000000000000e+02
1.689067790554753536e+18,1.500000000000000000e+01,-1.900000000000000000e+01,5.710000000000000000e+02
1.689067790554768640e+18,1.700000000000000000e+01,-1.500000000000000000e+01,5.720000000000000000e+02
1.689067790554793472e+18,1.700000000000000000e+01,-1.900000000000000000e+01,5.680000000000000000e+02
1.689067790554817536e+18,1.600000000000000000e+01,-1.200000000000000000e+01,5.720000000000000000e+02
1.689067790554840320e+18,1.600000000000000000e+01,-9.000000000000000000e+00,5.660000000000000000e+02
1.689067790554867456e+18,1.600000000000000000e+01,-9.000000000000000000e+00,5.640000000000000000e+02
1.689067790554892032e+18,1.900000000000000000e+01,-1.900000000000000000e+01,5.680000000000000000e+02
1.689067790554916352e+18,1.500000000000000000e+01,-1.600000000000000000e+01,5.720000000000000000e+02
1.689067790554942720e+18,1.600000000000000000e+01,-6.000000000000000000e+00,5.720000000000000000e+02
1.689067790554971392e+18,1.500000000000000000e+01,-1.200000000000000000e+01,5.710000000000000000e+02
1.689067790554987520e+18,1.200000000000000000e+01,-1.900000000000000000e+01,5.680000000000000000e+02
1.689067790555014400e+18,1.200000000000000000e+01,-1.900000000000000000e+01,5.690000000000000000e+02
1.689067790555037696e+18,1.600000000000000000e+01,-1.900000000000000000e+01,5.720000000000000000e+02
1.689067790555052800e+18,1.600000000000000000e+01,-1.900000000000000000e+01,5.680000000000000000e+02
1.689067790555066880e+18,1.500000000000000000e+01,-1.900000000000000000e+01,5.690000000000000000e+02
1.689067790555080704e+18,1.700000000000000000e+01,-1.900000000000000000e+01,5.690000000000000000e+02
1.689067790555094272e+18,1.600000000000000000e+01,-7.000000000000000000e+00,5.720000000000000000e+02
1.689067790555108096e+18,1.600000000000000000e+01,-1.200000000000000000e+01,5.690000000000000000e+02
1.689067790555121408e+18,1.700000000000000000e+01,-1.200000000000000000e+01,5.680000000000000000e+02
1.689067790555136000e+18,1.900000000000000000e+01,-7.000000000000000000e+00,5.740000000000000000e+02
1.689067790555149568e+18,1.200000000000000000e+01,-1.900000000000000000e+01,5.680000000000000000e+02
1.689067790555162880e+18,1.200000000000000000e+01,-1.400000000000000000e+01,5.690000000000000000e+02
1.689067790555175936e+18,1.700000000000000000e+01,-1.200000000000000000e+01,5.720000000000000000e+02
