timestamp, x, y, z
1.689068012134175488e+18,-2.340000000000000000e+02,-3.000000000000000000e+02,3.680000000000000000e+02
1.689068012134203648e+18,-2.340000000000000000e+02,-3.000000000000000000e+02,3.640000000000000000e+02
1.689068012134221824e+18,-2.290000000000000000e+02,-2.910000000000000000e+02,3.680000000000000000e+02
1.689068012134236672e+18,-2.360000000000000000e+02,-3.000000000000000000e+02,3.820000000000000000e+02
1.689068012134250496e+18,-2.330000000000000000e+02,-2.970000000000000000e+02,3.920000000000000000e+02
1.689068012134264064e+18,-2.280000000000000000e+02,-2.860000000000000000e+02,3.800000000000000000e+02
1.689068012134277120e+18,-2.250000000000000000e+02,-2.890000000000000000e+02,3.880000000000000000e+02
1.689068012134289920e+18,-2.240000000000000000e+02,-2.840000000000000000e+02,3.900000000000000000e+02
1.689068012134303232e+18,-2.250000000000000000e+02,-2.800000000000000000e+02,3.900000000000000000e+02
1.689068012134316288e+18,-2.260000000000000000e+02,-2.890000000000000000e+02,3.980000000000000000e+02
1.689068012134328832e+18,-2.320000000000000000e+02,-2.800000000000000000e+02,4.010000000000000000e+02
1.689068012134341376e+18,-2.320000000000000000e+02,-2.890000000000000000e+02,4.010000000000000000e+02
1.689068012134353664e+18,-2.370000000000000000e+02,-2.800000000000000000e+02,3.910000000000000000e+02
1.689068012134368256e+18,-2.370000000000000000e+02,-2.940000000000000000e+02,3.910000000000000000e+02
1.689068012134381056e+18,-2.410000000000000000e+02,-2.830000000000000000e+02,3.920000000000000000e+02
1.689068012134393344e+18,-2.480000000000000000e+02,-2.890000000000000000e+02,3.850000000000000000e+02
1.689068012134409216e+18,-2.410000000000000000e+02,-2.800000000000000000e+02,3.850000000000000000e+02
1.689068012134422016e+18,-2.440000000000000000e+02,-2.880000000000000000e+02,3.710000000000000000e+02
1.689068012134434304e+18,-2.360000000000000000e+02,-2.910000000000000000e+02,3.690000000000000000e+02
1.689068012134446592e+18,-2.390000000000000000e+02,-2.800000000000000000e+02,3.760000000000000000e+02
1.689068012134458880e+18,-2.440000000000000000e+02,-2.910000000000000000e+02,3.760000000000000000e+02
1.689068012134470912e+18,-2.410000000000000000e+02,-2.970000000000000000e+02,3.740000000000000000e+02
1.689068012134483200e+18,-2.370000000000000000e+02,-2.840000000000000000e+02,3.710000000000000000e+02
1.689068012134503168e+18,-2.370000000000000000e+02,-2.960000000000000000e+02,3.680000000000000000e+02
1.689068012134515712e+18,-2.360000000000000000e+02,-2.890000000000000000e+02,3.800000000000000000e+02
1.689068012134528512e+18,-2.330000000000000000e+02,-3.020000000000000000e+02,3.800000000000000000e+02
1.689068012134540544e+18,-2.340000000000000000e+02,-2.880000000000000000e+02,3.790000000000000000e+02
1.689068012134552576e+18,-2.290000000000000000e+02,-2.870000000000000000e+02,3.770000000000000000e+02
1.689068012134564608e+18,-2.320000000000000000e+02,-2.940000000000000000e+02,3.840000000000000000e+02
1.689068012134576640e+18,-2.410000000000000000e+02,-2.950000000000000000e+02,3.850000000000000000e+02
1.689068012134588928e+18,-2.370000000000000000e+02,-2.990000000000000000e+02,3.840000000000000000e+02
1.689068012134600960e+18,-2.340000000000000000e+02,-2.910000000000000000e+02,3.800000000000000000e+02
1.689068012134613248e+18,-2.370000000000000000e+02,-2.880000000000000000e+02,3.800000000000000000e+02
1.689068012134625792e+18,-2.390000000000000000e+02,-2.800000000000000000e+02,3.910000000000000000e+02
1.689068012134638080e+18,-2.410000000000000000e+02,-2.870000000000000000e+02,3.900000000000000000e+02
1.689068012134650368e+18,-2.440000000000000000e+02,-2.920000000000000000e+02,3.800000000000000000e+02
1.689068012134662400e+18,-2.410000000000000000e+02,-2.910000000000000000e+02,3.790000000000000000e+02
1.689068012134674688e+18,-2.400000000000000000e+02,-2.860000000000000000e+02,3.760000000000000000e+02
1.689068012134686720e+18,-2.410000000000000000e+02,-2.970000000000000000e+02,3.760000000000000000e+02
1.689068012134699008e+18,-2.440000000000000000e+02,-3.120000000000000000e+02,3.920000000000000000e+02
1.689068012134711040e+18,-2.550000000000000000e+02,-2.910000000000000000e+02,4.230000000000000000e+02
1.689068012134723840e+18,-2.470000000000000000e+02,-2.710000000000000000e+02,4.320000000000000000e+02
1.689068012134735872e+18,-2.080000000000000000e+02,-2.630000000000000000e+02,4.280000000000000000e+02
1.689068012134748160e+18,-1.930000000000000000e+02,-2.810000000000000000e+02,4.390000000000000000e+02
1.689068012134761472e+18,-1.930000000000000000e+02,-3.040000000000000000e+02,4.720000000000000000e+02
1.689068012134773504e+18,-1.960000000000000000e+02,-3.230000000000000000e+02,4.920000000000000000e+02
1.689068012134785536e+18,-1.930000000000000000e+02,-3.160000000000000000e+02,4.810000000000000000e+02
1.689068012134797824e+18,-1.930000000000000000e+02,-3.160000000000000000e+02,4.600000000000000000e+02
1.689068012134809856e+18,-2.000000000000000000e+02,-3.440000000000000000e+02,4.410000000000000000e+02
1.689068012134821888e+18,-1.860000000000000000e+02,-3.800000000000000000e+02,4.220000000000000000e+02
1.689068012134833920e+18,-1.920000000000000000e+02,-3.690000000000000000e+02,3.980000000000000000e+02
1.689068012134845952e+18,-1.850000000000000000e+02,-3.480000000000000000e+02,3.550000000000000000e+02
1.689068012134857984e+18,-1.690000000000000000e+02,-3.230000000000000000e+02,3.270000000000000000e+02
1.689068012134870528e+18,-1.670000000000000000e+02,-3.040000000000000000e+02,3.000000000000000000e+02
1.689068012134882816e+18,-1.460000000000000000e+02,-2.830000000000000000e+02,3.000000000000000000e+02
1.689068012134894848e+18,-1.460000000000000000e+02,-2.910000000000000000e+02,3.030000000000000000e+02
1.689068012134909440e+18,-1.430000000000000000e+02,-3.070000000000000000e+02,2.800000000000000000e+02
1.689068012134922496e+18,-1.160000000000000000e+02,-2.680000000000000000e+02,2.640000000000000000e+02
1.689068012134935040e+18,-9.700000000000000000e+01,-1.850000000000000000e+02,2.720000000000000000e+02
1.689068012134947328e+18,-9.300000000000000000e+01,-1.790000000000000000e+02,2.730000000000000000e+02
1.689068012134959616e+18,-1.090000000000000000e+02,-2.070000000000000000e+02,2.710000000000000000e+02
1.689068012134971904e+18,-1.640000000000000000e+02,-2.510000000000000000e+02,3.000000000000000000e+02
1.689068012134984448e+18,-2.600000000000000000e+02,-3.370000000000000000e+02,3.990000000000000000e+02
1.689068012134996480e+18,-3.110000000000000000e+02,-3.750000000000000000e+02,4.840000000000000000e+02
1.689068012135008768e+18,-2.480000000000000000e+02,-3.480000000000000000e+02,4.650000000000000000e+02
1.689068012135022848e+18,-1.830000000000000000e+02,-2.760000000000000000e+02,3.640000000000000000e+02
1.689068012135038208e+18,-2.080000000000000000e+02,-2.520000000000000000e+02,3.180000000000000000e+02
1.689068012135050752e+18,-2.530000000000000000e+02,-2.400000000000000000e+02,3.850000000000000000e+02
1.689068012135063296e+18,-2.810000000000000000e+02,-2.890000000000000000e+02,4.080000000000000000e+02
1.689068012135075840e+18,-3.330000000000000000e+02,-2.710000000000000000e+02,4.170000000000000000e+02
1.689068012135088640e+18,-3.490000000000000000e+02,-3.610000000000000000e+02,4.550000000000000000e+02
1.689068012135101184e+18,-3.490000000000000000e+02,-3.800000000000000000e+02,5.580000000000000000e+02
1.689068012135113728e+18,-3.280000000000000000e+02,-3.910000000000000000e+02,5.980000000000000000e+02
1.689068012135132416e+18,-2.890000000000000000e+02,-2.790000000000000000e+02,5.200000000000000000e+02
1.689068012135144960e+18,-2.810000000000000000e+02,-2.170000000000000000e+02,3.920000000000000000e+02
1.689068012135157504e+18,-2.920000000000000000e+02,-2.300000000000000000e+02,3.120000000000000000e+02
1.689068012135169792e+18,-2.960000000000000000e+02,-2.700000000000000000e+02,3.000000000000000000e+02
1.689068012135182848e+18,-2.900000000000000000e+02,-2.800000000000000000e+02,3.000000000000000000e+02
1.689068012135194880e+18,-2.880000000000000000e+02,-2.890000000000000000e+02,3.230000000000000000e+02
1.689068012135206912e+18,-2.850000000000000000e+02,-3.100000000000000000e+02,3.280000000000000000e+02
1.689068012135219200e+18,-2.820000000000000000e+02,-3.320000000000000000e+02,3.230000000000000000e+02
1.689068012135231488e+18,-2.820000000000000000e+02,-3.310000000000000000e+02,3.160000000000000000e+02
1.689068012135243520e+18,-2.800000000000000000e+02,-3.360000000000000000e+02,3.160000000000000000e+02
1.689068012135255552e+18,-2.660000000000000000e+02,-3.230000000000000000e+02,3.120000000000000000e+02
1.689068012135267328e+18,-2.530000000000000000e+02,-3.390000000000000000e+02,3.130000000000000000e+02
1.689068012135279360e+18,-2.370000000000000000e+02,-3.450000000000000000e+02,3.230000000000000000e+02
1.689068012135291648e+18,-2.410000000000000000e+02,-3.550000000000000000e+02,3.110000000000000000e+02
1.689068012135303936e+18,-2.330000000000000000e+02,-3.370000000000000000e+02,3.100000000000000000e+02
1.689068012135316224e+18,-2.330000000000000000e+02,-3.390000000000000000e+02,3.050000000000000000e+02
1.689068012135328512e+18,-2.330000000000000000e+02,-3.430000000000000000e+02,3.070000000000000000e+02
1.689068012135340800e+18,-2.410000000000000000e+02,-3.500000000000000000e+02,2.950000000000000000e+02
1.689068012135352832e+18,-2.490000000000000000e+02,-3.660000000000000000e+02,2.910000000000000000e+02
1.689068012135364864e+18,-2.490000000000000000e+02,-3.600000000000000000e+02,2.940000000000000000e+02
1.689068012135378432e+18,-2.530000000000000000e+02,-3.520000000000000000e+02,2.840000000000000000e+02
1.689068012135392000e+18,-2.560000000000000000e+02,-3.530000000000000000e+02,2.860000000000000000e+02
1.689068012135404288e+18,-2.630000000000000000e+02,-3.450000000000000000e+02,2.870000000000000000e+02
1.689068012135416320e+18,-2.710000000000000000e+02,-3.400000000000000000e+02,2.960000000000000000e+02
1.689068012135428608e+18,-2.720000000000000000e+02,-3.230000000000000000e+02,2.950000000000000000e+02
1.689068012135450112e+18,-2.740000000000000000e+02,-3.270000000000000000e+02,2.960000000000000000e+02
1.689068012135462656e+18,-2.800000000000000000e+02,-3.270000000000000000e+02,2.940000000000000000e+02
1.689068012135474944e+18,-2.880000000000000000e+02,-3.420000000000000000e+02,2.950000000000000000e+02
1.689068012135487232e+18,-2.850000000000000000e+02,-3.390000000000000000e+02,3.040000000000000000e+02
1.689068012135499776e+18,-2.790000000000000000e+02,-3.360000000000000000e+02,2.950000000000000000e+02
1.689068012135511808e+18,-2.660000000000000000e+02,-3.290000000000000000e+02,3.050000000000000000e+02
1.689068012135524096e+18,-2.680000000000000000e+02,-3.450000000000000000e+02,3.120000000000000000e+02
1.689068012135536640e+18,-2.760000000000000000e+02,-3.610000000000000000e+02,3.080000000000000000e+02
1.689068012135548928e+18,-2.880000000000000000e+02,-3.390000000000000000e+02,2.910000000000000000e+02
1.689068012135561216e+18,-2.980000000000000000e+02,-3.310000000000000000e+02,2.800000000000000000e+02
1.689068012135573248e+18,-3.010000000000000000e+02,-3.350000000000000000e+02,2.800000000000000000e+02
1.689068012135586560e+18,-3.010000000000000000e+02,-3.200000000000000000e+02,2.490000000000000000e+02
